,แขวง,ประเภทอาหาร,Restaurant Name,Link,description
6,บางรัก,Vegan,Broccoli Revolution Charoen Krung,https://maps.app.goo.gl/VEw6rLujdKHygYJe6,
7,บางรัก,Western,André,https://maps.app.goo.gl/ifGfN2WWBh8Hvser9,
8,บางรัก,Thai,Khrua Ban Bang Rak ครัวบ้านบางรัก,https://maps.app.goo.gl/96P3ehiVFvWD1W3B9,
9,บางรัก,Western,Ailati Resto,https://maps.app.goo.gl/Ux17mmhnQNiZf2KG6,
10,บางรัก,Western,Siam Yacht Club,https://maps.app.goo.gl/bYVZnzbvaCvyvoyg7,
11,บางรัก,Western,Sirocco,https://maps.app.goo.gl/gLLeURk295wcTUZL9,
12,บางรัก,Vegan,Tien Sin,https://maps.app.goo.gl/HxAa3zbY1N4ndj2d7,
13,บางรัก,Vegan,J Family (Vegan),https://maps.app.goo.gl/mmfWjdtAt4yLUGun6,
14,บางรัก,South Asian,Jay Nataraj foods and hotel,https://maps.app.goo.gl/aHscete5CfiMVKQb8,
15,บางรัก,South Asian,Shree Balaji Restaurant,https://maps.app.goo.gl/t8X5yK8eHmEUzEp69,
16,บางรัก,Fusion,Mezzaluna,https://maps.app.goo.gl/Spwz1j7eMRh95SYk7,
17,บางรัก,Western,Italian Bistro - Silvio's Bistro,https://maps.app.goo.gl/ocuSqrEpHMYFQ2tE8,
18,บางรัก,Thai,Irvin Brew and Beat,https://maps.app.goo.gl/QVNvSPKL8saWsPir9,
19,บางรัก,Japanese,Hanaya 1976,https://maps.app.goo.gl/fubRdrDH6Ek96cPM6,
,,,,,
1,สุริยวงศ์,Chinese,ห้างหุ้นส่วนสามัญเจริญแสงสีลม,"https://www.google.com/maps/place/%E0%B8%82%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B9%81%E0%B8%AA%E0%B8%87%E0%B8%AA%E0%B8%B5%E0%B8%A5%E0%B8%A1/@13.7228069,100.5143076,852m/data=!3m2!1e3!4b1!4m6!3m5!1s0x30e298c538adb537:0xb0993c65cb43bdf3!8m2!3d13.7228017!4d100.5168825!16s%2Fg%2F1tdj7g4r?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
2,สุริยวงศ์,Chinese,สมบูรณ์โภชนา,"https://www.google.com/maps/place/Somboon+Seafood/@13.7228069,100.5143076,852m/data=!3m1!1e3!4m6!3m5!1s0x30e298d19aeee797:0x2a63abc0342b94e!8m2!3d13.7282415!4d100.5266321!16s%2Fg%2F1tdt387f?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
3,สุริยวงศ์,Chinese,บุญโภชนา,"https://www.google.com/maps/place/Boon+Restaurant/@13.7282467,100.5240572,852m/data=!3m1!1e3!4m6!3m5!1s0x30e298d24fb816cd:0x876be9e985e3aad5!8m2!3d13.726863!4d100.5270514!16s%2Fg%2F1pzsltqxw?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
4,สุริยวงศ์,Chinese,บริษัท ภัตตาคารแกรนด์เชียงการีลา จำกัด,"https://www.google.com/maps/place/Shangarila+Restaurant+Thaniya/@13.7268682,100.5221805,852m/data=!3m1!1e3!4m6!3m5!1s0x30e29f2bf0b8f9db:0xf0ca372af55157a9!8m2!3d13.7291991!4d100.5343477!16s%2Fg%2F1hf2p94zq?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
5,สุริยวงศ์,Japanese,YAKINIKU JOENG,"https://www.google.com/maps/place/%E7%84%BC%E8%82%89%E5%8F%99%E8%8B%91+%E3%82%BF%E3%83%8B%E3%83%A4+Yakiniku+JOENG+%E0%B8%A2%E0%B8%B2%E0%B8%81%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%B8+%E0%B9%82%E0%B8%88%E0%B9%80%E0%B8%AD%E0%B8%87/@13.7291445,100.5315972,852m/data=!3m2!1e3!4b1!4m6!3m5!1s0x30e298d215cd8baf:0x5729975f36ea5442!8m2!3d13.7291393!4d100.5341721!16s%2Fg%2F11dx9gvvb_?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
6,สุริยวงศ์,Chinese,ภัตตาคารเสฉวน,"https://www.google.com/maps/place/Sichuan+Restaurant+Silom/@13.7291445,100.5315972,852m/data=!3m1!1e3!4m6!3m5!1s0x30e29f22774e6939:0x41693c19044a8a08!8m2!3d13.7267804!4d100.52697!16s%2Fg%2F11fnpn_13t?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
7,สุริยวงศ์,Japanese,ไดมาซึ Daimasu,"https://www.google.com/maps/place/Daimasu/@13.7267856,100.5243951,852m/data=!3m1!1e3!4m6!3m5!1s0x30e29f2ca9b460ef:0x9980aae67ed3885d!8m2!3d13.7290595!4d100.5300665!16s%2Fg%2F1pp2tvkqy?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
8,สุริยวงศ์,Thai,Mama Mia,https://maps.app.goo.gl/rhUHTythCkEQKyNz5,
9,สุริยวงศ์,Western,Bangrak Grill,https://maps.app.goo.gl/9Mm6TtKkaucHszCN6,
10,สุริยวงศ์,South Asian,Grilled Town,https://maps.app.goo.gl/iPf5SqAhjaivWNZt5,
11,สุริยวงศ์,"Halal, South Asian",Habibi Restaurant Halal Food,https://maps.app.goo.gl/W8MbztfPgi5KWMP38,
12,สุริยวงศ์,South Asian,Ariya Indian Food Bangkok,https://maps.app.goo.gl/yTNjwGYkyfnD55wZ8,
13,สุริยวงศ์,Thai,Terrace เทอเรสซ์ เดอ บางกอก (อาคารสีลม ทาวเวอร์),https://maps.app.goo.gl/bxZjvKVeNnvD8Yjn6,
14,สุริยวงศ์,Thai,@surawong Restaurant,https://maps.app.goo.gl/61uyBrVoUQxeKf7n7,
15,สุริยวงศ์,Chinese,Boon Restaurant,https://maps.app.goo.gl/6JoKPFedGpvQrToZA,
16,สุริยวงศ์,Western,25 Degrees Burger Bar,https://maps.app.goo.gl/jCrzbz2MKcCJMBcs5,
17,สุริยวงศ์,Western,Buddy’s Bar and Grill (Silom),https://maps.app.goo.gl/HaiKDKx2bJwVb8dk8,
18,สุริยวงศ์,Lebanese (WA),Nadimos,https://maps.app.goo.gl/ZrKRCXxgxa1NqyCaA,
19,สุริยวงศ์,"Thai, Chinese",CHUi silom19 (ฉุยแฉก),https://maps.app.goo.gl/NQRYnsw3Hhz4Rafy9,
20,สุริยวงศ์,Western,The Pasta House,https://maps.app.goo.gl/SoY1NWFto7JLNyt68,
21,สุริยวงศ์,Thai,Thanying,https://maps.app.goo.gl/gY1S6pMco1QaiFZK7,
22,สุริยวงศ์,Western,Kay's Sathon,https://maps.app.goo.gl/4t8qti5BY2oJBFXN9,
23,สุริยวงศ์,Western,Sunrise Tacos at Silom,https://maps.app.goo.gl/nUk6o2FZF7nxD8xN9,
24,สุริยวงศ์,Japanese,Serina Teppanyaki,https://maps.app.goo.gl/td8M4Li7XBue9ocp9,
25,สุริยวงศ์,Western,Roadhouse Barbecue,https://maps.app.goo.gl/Q8w1QZrAwKgmWxYz8,
26,สุริยวงศ์,Vegan,Bonita Cafe and Social Club,https://maps.app.goo.gl/MN5fDudMUc5B7jnYA,
27,สุริยวงศ์,Vegan,Eat Me Veggie & Vegan,https://maps.app.goo.gl/MuAqCRfDFTUEeG66A,
28,สุริยวงศ์,Vegan,"U'MA FAMILY RESTAURANT (Vegetarian, vegan)",https://maps.app.goo.gl/fUmWMFobLgmABnv16,
29,สุริยวงศ์,Japanese,ISE Surawongse,https://maps.app.goo.gl/EqiZZu7eYaj1r2xT7,
30,สุริยวงศ์,Japanese,Hokkaido Izakaya Susukino,https://maps.app.goo.gl/bL7XGS8AUEEkLRXj7,
31,สุริยวงศ์,Japanese,YEBISU DINING,https://maps.app.goo.gl/97sU6rtKRADNijWaA,
32,สุริยวงศ์,Japanese,Washin Ramen,https://maps.app.goo.gl/UtTrJMJefeSLxTNx5,
33,สุริยวงศ์,Chinese,Shangarila Restaurant Thaniya,https://maps.app.goo.gl/EEYZ3qAJd45uZ37A6,
34,สุริยวงศ์,Western,"PaLeTa: Iberico, Wine, Bar",https://maps.app.goo.gl/vYXTvf2ALyt5WBo26,
35,สุริยวงศ์,Thai,Aunglo by Yangrak,https://maps.app.goo.gl/nRpAoWyiwdbSPr5r5,
,,,,,
1,มหาพฤฒาราม,Chinese,ร้านบะหมี่สว่าง,"https://www.google.com/maps/place/Sawang+Noodle/@13.7319478,100.5204454,852m/data=!3m2!1e3!4b1!4m6!3m5!1s0x30e298d44ad92971:0xe9eb7e8bac522b26!8m2!3d13.7319426!4d100.5253163!16s%2Fg%2F11bw46sw53?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
2,มหาพฤฒาราม,Chinese,ไจ๊ บะหมี่เกี๊ยวกุ้งสะพานเหลือง,"https://www.google.com/maps/place/Jaii+noodle+1953+(Sapan+Lueang+branch)/@13.7337777,100.5206717,426m/data=!3m1!1e3!4m10!1m2!2m1!1z4LmE4LiI4LmKIOC4muC4sOC4q-C4oeC4teC5iOC5gOC4geC4teC5iuC4ouC4p-C4geC4uOC5ieC4h-C4quC4sOC4nuC4suC4meC5gOC4q-C4peC4t-C4reC4hyByYW1hIGl2IHJvYWQgbWFoYSBwaHJ1dHRoYXJhbSBiYW5nIHJhayBiYW5na29r!3m6!1s0x30e29929d12bef19:0x326212eb9e18e545!8m2!3d13.7353945!4d100.5218198!15sCooB4LmE4LiI4LmKIOC4muC4sOC4q-C4oeC4teC5iOC5gOC4geC4teC5iuC4ouC4p-C4geC4uOC5ieC4h-C4quC4sOC4nuC4suC4meC5gOC4q-C4peC4t-C4reC4hyByYW1hIGl2IHJvYWQgbWFoYSBwaHJ1dHRoYXJhbSBiYW5nIHJhayBiYW5na29rWpEBIo4B4LmE4LiI4LmKIOC4muC4sOC4q-C4oeC4teC5iCDguYDguIHguLXguYrguKLguKcg4LiB4Li44LmJ4LiHIOC4quC4sOC4nuC4suC4mSDguYDguKvguKXguLfguK3guIcgcmFtYSBpdiByb2FkIG1haGEgcGhydXR0aGFyYW0gYmFuZyByYWsgYmFuZ2tva5IBC25vb2RsZV9zaG9w4AEA!16s%2Fg%2F1hm5sc1_z?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
3,มหาพฤฒาราม,Chinese,ร้านหมูหยองโชคดี,"https://www.google.com/maps/place/Bae+Hi+Lim/@13.7407646,100.5108574,852m/data=!3m2!1e3!4b1!4m6!3m5!1s0x30e29926a8a12fdb:0xeca2bf95a93601b2!8m2!3d13.7407594!4d100.5134323!16s%2Fg%2F1hc1kbvd_?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
4,มหาพฤฒาราม,Thai,ทับทิม,"https://www.google.com/maps/place/Tubtim+Cuisine/@13.7407646,100.5108574,852m/data=!3m1!1e3!4m6!3m5!1s0x30e29929a74273c3:0xb0178066dec90c51!8m2!3d13.7341008!4d100.5250415!16s%2Fg%2F1tdn6333?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
5,มหาพฤฒาราม,Thai,Markintiny,https://maps.app.goo.gl/21UohDaqBvUgAQkK9,
6,มหาพฤฒาราม,Thai,Yummy Thai Food,https://maps.app.goo.gl/sDpXARKGBBRzjk3S6,
7,มหาพฤฒาราม,Thai,ป.รุ่งโรจน์โอชา,https://maps.app.goo.gl/jxb6qEkC7ixhXrVn8,
8,มหาพฤฒาราม,Halal,Kebab Bar Halal (Bangkok),https://maps.app.goo.gl/Yu1UuntYbwnTWoji8,
9,มหาพฤฒาราม,South Asian,Shree Ganesh,https://maps.app.goo.gl/7LeLs76xtiz1i6Y39,
10,มหาพฤฒาราม,South Asian,D Hana Bhavan. Indian Vegetarian Food,https://maps.app.goo.gl/DDNWKCTwH8y2Cv7X7,
11,มหาพฤฒาราม,Chinese,ลิ้มเหล่าโหงว สะพานเหลือง,https://maps.app.goo.gl/RJo23vWXBt3qTYJfA,
12,มหาพฤฒาราม,Chinese,Khao Moo Daeng Here Tue,https://maps.app.goo.gl/wegrgQmVtB7f8K7G6,
,,,,,
1,สี่พระยา,Chinese,ร้านนิวเฮงกี่,"https://www.google.com/maps/place/New+Heng+Kee/@13.7314093,100.5195561,852m/data=!3m1!1e3!4m6!3m5!1s0x30e298da47802e65:0x11d3c73705bdabb0!8m2!3d13.7287002!4d100.5159247!16s%2Fg%2F1tnjf_y3?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
2,สี่พระยา,Japanese,บริษัท ภัตตาคาร ฮานาย่า (1976) จำกัด,"https://www.google.com/maps/place/Hanaya+1976/@13.7287054,100.5133498,852m/data=!3m1!1e3!4m6!3m5!1s0x30e299782d5a3461:0x53d874b175ff7765!8m2!3d13.7298062!4d100.5166224!16s%2Fg%2F11jb1zp8ws?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
3,สี่พระยา,Thai,100 mahaseth,"https://www.google.com/maps/place/100+Mahaseth/@13.7290575,100.5134678,852m/data=!3m2!1e3!4b1!4m6!3m5!1s0x30e298d0aa03e6df:0xd4abb510b6104776!8m2!3d13.7290523!4d100.5183387!16s%2Fg%2F11fy55m5ry?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
4,สี่พระยา,Thai,บ้านสุริยาศัย (Tea Room),"https://www.google.com/maps/place/Baan+Suriyasai/@13.7290998,100.5252753,852m/data=!3m2!1e3!4b1!4m6!3m5!1s0x30e29f2bbc161f97:0x376feec5661d6508!8m2!3d13.7290946!4d100.5278502!16s%2Fg%2F11fh_q4z2c?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
5,สี่พระยา,Chinese,ครัวเจ๊ง้อสี่พระยา,"https://www.google.com/maps/place/Krua+Je+Ngor/@13.7298924,100.5156563,852m/data=!3m2!1e3!4b1!4m6!3m5!1s0x30e298d9fe7a392f:0x1d05a92f242bb1cc!8m2!3d13.7298872!4d100.5182312!16s%2Fg%2F1hcbh3f9r?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
6,สี่พระยา,Thai,คั่วกลิ้ง ผักสด,"https://www.google.com/maps/place/Khua+Kling+Pak+Sod/@13.7286588,100.5221761,852m/data=!3m2!1e3!4b1!4m6!3m5!1s0x30e29982bdd414f1:0xaa62887258ce2820!8m2!3d13.7286536!4d100.527047!16s%2Fg%2F11fjy_4mj3?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",
7,สี่พระยา,Chinese,Yào Restaurant,https://maps.app.goo.gl/xCevAeVLgdrA9NWr5,
8,สี่พระยา,Western,Small Dinner Club,https://maps.app.goo.gl/jA2RkA74C8E8FrSP9,
9,สี่พระยา,South Asian,Thai Pakistan Restaurant,https://maps.app.goo.gl/2N1ivBPxMUL8nLvx7,
10,สี่พระยา,Halal,Sri Lankan Halal Restaurant,https://maps.app.goo.gl/NBMtWZKgnZxkfHmGA,
11,สี่พระยา,South Asian,Anpu Restaurant,https://maps.app.goo.gl/GpikZ1jypGUbW1kS8,
12,สี่พระยา,South Asian,VK Ceylon Kitchen,https://maps.app.goo.gl/sRCRucFJzjhWgX496,
13,สี่พระยา,Thai,Praya Kitchen,https://maps.app.goo.gl/nnf4MtKiw4CfiDPs8,
14,สี่พระยา,South Asian,Baan India- Indian Cuisine,https://maps.app.goo.gl/h9tyANvrF1mC3ozSA,
15,สี่พระยา,Thai,Kruaboon Thai,https://maps.app.goo.gl/41RXh13LURXiCJbH6,
16,สี่พระยา,Thai,On The Square,https://maps.app.goo.gl/9byTk2PSw5rrZgSA7,
17,สี่พระยา,Chinese,Hainan House By Dr.Tom (Chicken Rice),https://maps.app.goo.gl/6P1hKBgwcoUSaGYr7,
18,สี่พระยา,Chinese,Yu Her Bao,https://maps.app.goo.gl/Z2cLqzTwy1dsQj3h9,
19,สี่พระยา,South Asian,Sweet 'N' Spicy Silom - Indian Restaurant,https://maps.app.goo.gl/k9duKejdaobbF9n29,
20,สี่พระยา,Japanese,Kissuisen,https://maps.app.goo.gl/NmxRhce1pRRKrFSZA,
21,สี่พระยา,Thai,Ruen Urai,https://maps.app.goo.gl/PPWLaoaHpnrYHTLeA,
22,สี่พระยา,"Healthy, South Asian",Al-Rahaman,https://maps.app.goo.gl/wj9yYmZvhWqGor436,
23,สี่พระยา,Western,Across 100,https://maps.app.goo.gl/ivvHVzrWedvjjUWR7,
